address;area;date;demanded_price;final_price;monthly_fee;operating_cost;price_per_squaremeter;room_number;title;url;year_of_construction
StrÌ´lgatan 23;32;29/04/20;2495000;2800000;2300;4716;87500;2 rum;StrÌ´lgatan 23 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-23-1178156;1939
Disponentgatan 6, 3tr;72;29/04/20;4995000;5650000;4091;;78472;3 rum;Disponentgatan 6, 3tr - SÌ´ld bostadsrÌ_ttslÌ_genhet - Kungsholmen - Lilla Essingen, STOCKHOLM - Hemnet;https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-lilla-essingen-stockholms-kommun-disponentgatan-6,-3tr-1177827;1932
Essinge brogata 15, vÌ´n 5;39;29/04/20;2595000;3125000;1947;5347;80128;2 rum;Essinge brogata 15, vÌ´n 5 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-15,-van-5-1177432;1939
StrÌ´lgatan 29, hÌ¦gst upp;40;28/04/20;2695000;2850000;2033;4400;71250;2 rum;StrÌ´lgatan 29, hÌ¦gst upp - SÌ´ld bostadsrÌ_ttslÌ_genhet - Kungsholmen / Lilla Essingen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-lilla-essingen-stockholms-kommun-stralgatan-29,-hogst-upp-1177259;1939
Essinge Brogata 20;42;28/04/20;2495000;2950000;2382;4860;70238;2 rum;Essinge Brogata 20 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Kungsholmen/EssingeÌ¦arna, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-essingeoarna-stockholms-kommun-essinge-brogata-20-1176806;1939
StrÌ´lgatan 47;32;25/04/20;2495000;2800000;2829;3000;87500;2 rum;StrÌ´lgatan 47 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Kungsholmen - Lilla Essingen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-lilla-essingen-stockholms-kommun-stralgatan-47-1175866;1939
Primusgatan 88;74;24/04/20;4350000;4250000;3864;3100;57432;2,5 rum;Primusgatan 88 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2,5rum-lilla-essingen-kungsholmen-stockholms-kommun-primusgatan-88-1175540;
StrÌ´lgatan 23, 4 tr;40;23/04/20;2895000;3000000;2797;6144;75000;2 rum;StrÌ´lgatan 23, 4 tr - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen \\ Kungsholmen, STOCKHOLM - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-23,-4-tr-1174155;1938
Essinge brogata 10, vÌ´n 4;72;22/04/20;4495000;4700000;3801;7719;65278;3 rum;Essinge brogata 10, vÌ´n 4 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-10,-van-4-1173798;1932
Luxgatan 6;24;21/04/20;1995000;2250000;1217;3800;93750;1 rum;Luxgatan 6 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-kungsholmen-stockholms-kommun-luxgatan-6-1173090;1930
Luxgatan 25, 4tr;62;21/04/20;4395000;4375000;3727;6700;70565;2 rum;Luxgatan 25, 4tr - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-luxgatan-25,-4tr-1172677;2006
Essinge Brogata 5, 4 tr;66;20/04/20;4495000;4600000;3675;7817;69697;3 rum;Essinge Brogata 5, 4 tr - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-stockholms-kommun-essinge-brogata-5,-4-tr-1172595;1938
StrÌ´lgatan 8, 4tr;35;17/04/20;3000000;2900000;2439;6240;82857;2 rum;StrÌ´lgatan 8, 4tr - SÌ´ld bostadsrÌ_ttslÌ_genhet - Kungsholmen-Lilla Essingen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-lilla-essingen-stockholms-kommun-stralgatan-8,-4tr-1171061;1939
Primusgatan 53, vÌ´n 8;44.5;16/04/20;3295000;3700000;2865;4860;83146;2 rum;Primusgatan 53, vÌ´n 8 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-primusgatan-53,-van-8-1170607;2004
Patentgatan 5, 5tr;45.5;15/04/20;3500000;3500000;2809;6100;76923;2 rum;Patentgatan 5, 5tr - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-patentgatan-5,-5tr-1169862;2006
Essinge Brogata 22, vÌ´n 2;31;10/04/20;2100000;2410000;2288;2500;77742;2 rum;Essinge Brogata 22, vÌ´n 2 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Kungsholmen Lilla Essingen, STOCKHOLM - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-lilla-essingen-stockholms-kommun-essinge-brogata-22,-van-2-1168921;1938
StrÌ´lgatan 21;49;09/04/20;3195000;3560000;3357;4860;72653;2 rum;StrÌ´lgatan 21 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-21-1168246;1939
StrÌ´lgatan 33;32;08/04/20;2295000;2710000;1974;3700;84688;2 rum;StrÌ´lgatan 33 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-33-1168030;1938
Essinge Brogata 20, 5tr;42;08/04/20;2895000;2820000;2382;;67143;2 rum;Essinge Brogata 20, 5tr - SÌ´ld bostadsrÌ_ttslÌ_genhet - Kungsholmen - Lilla Essingen, STOCKHOLM - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-lilla-essingen-stockholms-kommun-essinge-brogata-20,-5tr-1167491;1939
Luxgatan 19, 2tr;58.5;06/04/20;4275000;4125000;3337;5800;70513;2 rum;Luxgatan 19, 2tr - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-luxgatan-19,-2tr-1166753;2006
Luxgatan 7, 3tr;36;01/04/20;2850000;2800000;2091;5844;77778;1 rum;Luxgatan 7, 3tr - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-stockholms-kommun-luxgatan-7,-3tr-1164711;1937
Primusgatan 81, vÌ´n 3;76.5;31/03/20;5945000;6000000;4037;;78431;3 rum;Primusgatan 81, vÌ´n 3 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Kungsholmen Lilla Essingen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-lilla-essingen-stockholms-kommun-primusgatan-81,-van-3-1164059;2004
StrÌ´lgatan 35, 2tr;42;31/03/20;3050000;3000000;2470;8427;71429;2 rum;StrÌ´lgatan 35, 2tr - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen / Kungsholmen, STOCKHOLM - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-35,-2tr-1163992;1938
StrÌ´lgatan 45, 3 tr;38;28/03/20;3100000;3025000;1756;4200;79605;2 rum;StrÌ´lgatan 45, 3 tr - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-45,-3-tr-1163200;1938
Disponentgatan 1;30;27/03/20;1995000;2425000;2176;5708;80833;1 rum;Disponentgatan 1 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-kungsholmen-stockholms-kommun-disponentgatan-1-1163006;1935
Essinge Brogata 15;39;27/03/20;2395000;2800000;1947;4860;71795;2 rum;Essinge Brogata 15 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-15-1162527;1939
Essinge Brogata 39, vÌ´n 4/4;34;25/03/20;2295000;2700000;2648;3300;79412;2 rum;Essinge Brogata 39, vÌ´n 4/4  - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-39,-van-4-4-1161703;
StrÌ´lgatan 45, 4 tr;37;25/03/20;2795000;3250000;1709;8900;87838;2 rum;StrÌ´lgatan 45, 4 tr - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-stralgatan-45,-4-tr-1161865;1938
Essinge Brogata 23;26;25/03/20;1995000;2375000;1638;3200;91346;1 rum;Essinge Brogata 23 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-stockholms-kommun-essinge-brogata-23-1161579;1936
Primusgatan 94, 6tr;56;22/03/20;4495000;4495000;3233;6000;80268;2 rum;Primusgatan 94, 6tr - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-primusgatan-94,-6tr-1160355;2003
Primusgatan 53 6tr;46;17/03/20;3450000;3650000;2921;4400;79348;2 rum;Primusgatan 53 6tr - SÌ´ld bostadsrÌ_ttslÌ_genhet - Kungsholmen / Lilla Essingen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-lilla-essingen-stockholms-kommun-primusgatan-53-6tr-1157816;2004
Luxgatan 5;24;16/03/20;1950000;2300000;1297;3000;95833;1 rum;Luxgatan 5 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-kungsholmen-stockholms-kommun-luxgatan-5-1157600;
Disponentgatan 4;84;10/03/20;4650000;5610000;4261;5900;66786;3 rum;Disponentgatan 4 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-kungsholmen-stockholms-kommun-disponentgatan-4-1154562;1939
Luxgatan 27, 5tr;72;04/03/20;5275000;5500000;4183;6700;76389;3 rum;Luxgatan 27, 5tr - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-stockholms-kommun-luxgatan-27,-5tr-1151453;2006
StrÌ´lgatan 35, 3tr;42;04/03/20;2895000;3140000;2494;7600;74762;2 rum;StrÌ´lgatan 35, 3tr - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-stralgatan-35,-3tr-1151204;1938
Essinge Brogata 1;62;03/03/20;4500000;4500000;2993;4800;72581;2 rum;Essinge Brogata 1 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-1-1152225;1938
Luxgatan 7;22;26/02/20;1950000;2255000;1271;5280;102500;1 rum;Luxgatan 7 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen \\ Kungsholmen, STOCKHOLM - Hemnet;https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-kungsholmen-stockholms-kommun-luxgatan-7-1147990;1937
Luxgatan 25;62;22/02/20;3995000;4500000;3727;;72581;2 rum;Luxgatan 25 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-luxgatan-25-1147082;2007
Luxgatan 25, vÌ´n 6/6;100;22/02/20;8495000;9600000;5325;8500;96000;4 rum;Luxgatan 25, vÌ´n 6/6 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-4rum-lilla-essingen-kungsholmen-stockholms-kommun-luxgatan-25,-van-6-6-1146443;2007
Primusgatan 91, 3 tr;62;20/02/20;3995000;4550000;3727;4000;73387;2 rum;Primusgatan 91, 3 tr - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen - Kungsholmen, STOCKHOLM - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-primusgatan-91,-3-tr-1145520;2006
Disponentgatan 4;37;20/02/20;2695000;3225000;1979;8800;87162;2 rum;Disponentgatan 4 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-disponentgatan-4-1144932;1939
Luxgatan 11;38.5;19/02/20;2895000;3325000;2003;5200;86364;1,5 rum;Luxgatan 11 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-1,5rum-lilla-essingen-stockholms-kommun-luxgatan-11-1144976;1936
Essinge Brogata 8;37;19/02/20;2195000;2775000;1885;7400;75000;1,5 rum;Essinge Brogata 8 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-1,5rum-lilla-essingen-stockholms-kommun-essinge-brogata-8-1144533;1931
StrÌ´lgatan 21;38;16/02/20;2395000;2700000;2673;3800;71053;2 rum;StrÌ´lgatan 21 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen \\ Kungsholmen, STOCKHOLM - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-21-1143428;1938
Essinge Brogata 5;24;12/02/20;1995000;2450000;1461;5328;102083;1 rum;Essinge Brogata 5 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-5-1141495;1938
Primusgatan 69;76.5;12/02/20;4895000;5600000;4568;5900;73203;3 rum;Primusgatan 69 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-kungsholmen-stockholms-kommun-primusgatan-69-1141187;2004
Primusgatan 74, 2tr;65;11/02/20;4495000;4725000;3981;6700;72692;2 rum;Primusgatan 74, 2tr - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-primusgatan-74,-2tr-1140517;2004
StrÌ´lgatan 33, vÌ´n 3/3;40;08/02/20;2695000;3000000;2427;3620;75000;2 rum;StrÌ´lgatan 33, vÌ´n 3/3 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-33,-van-3-3-1139622;1939
StrÌ´lgatan 19;29;07/02/20;2650000;2995000;1812;3800;103276;1,5 rum;StrÌ´lgatan 19  - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-1,5rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-19-1139370;1938
Primusgatan 50, 1tr;63;04/02/20;3950000;4125000;3706;4440;65476;2,5 rum;Primusgatan 50, 1tr - SÌ´ld bostadsrÌ_ttslÌ_genhet - Kungsholmen/Lilla Essingen, STOCKHOLM - Hemnet;https://www.hemnet.se/salda/lagenhet-2,5rum-kungsholmen-lilla-essingen-stockholms-kommun-primusgatan-50,-1tr-1137286;2005
Primusgatan 86, 2tr;47;04/02/20;3295000;3500000;2848;6100;74468;2 rum;Primusgatan 86, 2tr - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-primusgatan-86,-2tr-1137091;2004
Essinge Brogata 15, 4tr;39;30/01/20;2595000;3250000;1947;4512;83333;2 rum;Essinge Brogata 15, 4tr - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-essinge-brogata-15,-4tr-1135353;1939
StrÌ´lgatan 8, 3tr;26;30/01/20;2000000;2550000;1812;;98077;1 rum;StrÌ´lgatan 8, 3tr - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen, STOCKHOLM - Hemnet;https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-stockholms-kommun-stralgatan-8,-3tr-1135151;1939
StrÌ´lgatan 21;35;28/01/20;2495000;2875000;2486;5060;82143;2 rum;StrÌ´lgatan 21 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-21-1134147;1941
Primusgatan 64;84;24/01/20;5495000;5850000;5237;4640;69643;3,5 rum;Primusgatan 64 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-3,5rum-lilla-essingen-kungsholmen-stockholms-kommun-primusgatan-64-1132520;2007
StrÌ´lgatan 23;32;23/01/20;2495000;2900000;2300;6096;90625;2 rum;StrÌ´lgatan 23 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-23-1131943;1939
Primusgatan 53;44;23/01/20;3195000;3325000;2846;;75568;2 rum;Primusgatan 53 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen - Kungsholmen, STOCKHOLM - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-primusgatan-53-1131715;2006
Luxgatan 37, 9tr;45;23/01/20;3595000;3700000;2883;4900;82222;2 rum;Luxgatan 37, 9tr - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-luxgatan-37,-9tr-1132026;2005
Primusgatan 53, 6tr;44.5;22/01/20;3295000;3625000;2865;5500;81461;2 rum;Primusgatan 53, 6tr - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-primusgatan-53,-6tr-1130970;2006
StrÌ´lgatan 19;58;16/01/20;3995000;4725000;3544;5639;81466;3 rum;StrÌ´lgatan 19 - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-19-1128287;1938
Essinge Brogata 23, 2 tr;31;15/01/20;2295000;2875000;1812;;92742;1 rum;Essinge Brogata 23, 2 tr - SÌ´ld bostadsrÌ_ttslÌ_genhet - Lilla Essingen, Stockholm - Hemnet;https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-stockholms-kommun-essinge-brogata-23,-2-tr-1127476;1936
