address,area,date,demanded_price,final_price,monthly_fee,operating_cost,price_per_squaremeter,room_number,title,url,year_of_construction
Primusgatan 87,51,2020-05-19,3250000,3650000,3309,4860,71569,2 rum,"Primusgatan 87 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-primusgatan-87-1188353,2007
Primusgatan 84,0,2020-05-19,4695000,5200000,4121,4860,75912,"2,5 rum","Primusgatan 84 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2,5rum-lilla-essingen-kungsholmen-stockholms-kommun-primusgatan-84-1188213",2004
Essinge Brogata 22,45,2020-05-14,2495000,2800000,3309,7836,62222,2 rum,"Essinge Brogata 22 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-22-1185844,1939
"Strålgatan 12, 2tr",43,2020-05-14,2995000,3050000,2043,5500,70930,2 rum,"Strålgatan 12, 2tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-stralgatan-12,-2tr-1185789",1938
"Essinge Brogata 39, 2 tr",23,2020-05-12,1895000,2100000,1787,3600,91304,1 rum,"Essinge Brogata 39, 2 tr - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-39,-2-tr-1184444",1938
Disponentgatan 1,30,2020-05-12,2450000,2500000,2176,4800,83333,1 rum,"Disponentgatan 1 - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-stockholms-kommun-disponentgatan-1-1184239,0
Strålgatan 8,23,2020-05-07,1995000,2248000,1603,4996,97739,1 rum,"Strålgatan 8 - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-8-1182107,1938
"Primusgatan 74, 5tr",0,2020-05-07,9995000,10400000,6326,7800,86307,4 rum,"Primusgatan 74, 5tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-4rum-lilla-essingen-stockholms-kommun-primusgatan-74,-5tr-1181901",2004
"Primusgatan 51, 6tr",87,2020-05-06,5600000,5500000,4678,7800,63218,3 rum,"Primusgatan 51, 6tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-stockholms-kommun-primusgatan-51,-6tr-1181044",2006
"Essinge Brogata 22, 1 tr",31,2020-05-05,2195000,2450000,2288,3480,79032,2 rum,"Essinge Brogata 22, 1 tr - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-22,-1-tr-1180565",1938
"Essinge Brogata 3, 2 tr",44,2020-05-05,2995000,3200000,2493,6000,72727,2 rum,"Essinge Brogata 3, 2 tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-essinge-brogata-3,-2-tr-1180721",1938
"Essinge Brogata 39, 4 tr",23,2020-05-01,2100000,2100000,1888,3600,91304,1 rum,"Essinge Brogata 39, 4 tr - Såld bostadsrättslägenhet - Kungsholmen - Lilla Essingen, STOCKHOLM - Hemnet","https://www.hemnet.se/salda/lagenhet-1rum-kungsholmen-lilla-essingen-stockholms-kommun-essinge-brogata-39,-4-tr-1179390",1938
"Primusgatan 60, 5tr",78,2020-04-30,5995000,5850000,4979,7500,75000,3 rum,"Primusgatan 60, 5tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-stockholms-kommun-primusgatan-60,-5tr-1178636",2005
Strålgatan 23,32,2020-04-29,2495000,2800000,2300,4716,87500,2 rum,"Strålgatan 23 - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-23-1178156,1939
"Disponentgatan 6, 3tr",72,2020-04-29,4995000,5650000,4091,0,78472,3 rum,"Disponentgatan 6, 3tr - Såld bostadsrättslägenhet - Kungsholmen - Lilla Essingen, STOCKHOLM - Hemnet","https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-lilla-essingen-stockholms-kommun-disponentgatan-6,-3tr-1177827",0
"Essinge brogata 15, vån 5",39,2020-04-29,2595000,3125000,1947,5347,80128,2 rum,"Essinge brogata 15, vån 5 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-15,-van-5-1177432",1939
"Strålgatan 29, högst upp",40,2020-04-28,2695000,2850000,2033,4400,71250,2 rum,"Strålgatan 29, högst upp - Såld bostadsrättslägenhet - Kungsholmen / Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-lilla-essingen-stockholms-kommun-stralgatan-29,-hogst-upp-1177259",1939
Essinge Brogata 20,42,2020-04-28,2495000,2950000,2382,4860,70238,2 rum,"Essinge Brogata 20 - Såld bostadsrättslägenhet - Kungsholmen/Essingeöarna, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-essingeoarna-stockholms-kommun-essinge-brogata-20-1176806,1939
Strålgatan 47,32,2020-04-25,2495000,2800000,2829,3000,87500,2 rum,"Strålgatan 47 - Såld bostadsrättslägenhet - Kungsholmen - Lilla Essingen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-lilla-essingen-stockholms-kommun-stralgatan-47-1175866,1939
Primusgatan 88,74,2020-04-24,4350000,4250000,3864,3100,57432,"2,5 rum","Primusgatan 88 - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2,5rum-lilla-essingen-kungsholmen-stockholms-kommun-primusgatan-88-1175540",0
"Strålgatan 23, 4 tr",40,2020-04-23,2895000,3000000,2797,6144,75000,2 rum,"Strålgatan 23, 4 tr - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, STOCKHOLM - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-23,-4-tr-1174155",1938
"Essinge brogata 10, vån 4",72,2020-04-22,4495000,4700000,3801,7719,65278,3 rum,"Essinge brogata 10, vån 4 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-10,-van-4-1173798",1932
Luxgatan 6,24,2020-04-21,1995000,2250000,1217,3800,93750,1 rum,"Luxgatan 6 - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-kungsholmen-stockholms-kommun-luxgatan-6-1173090,1930
"Luxgatan 25, 4tr",62,2020-04-21,4395000,4375000,3727,6700,70565,2 rum,"Luxgatan 25, 4tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-luxgatan-25,-4tr-1172677",2006
"Essinge Brogata 5, 4 tr",66,2020-04-20,4495000,4600000,3675,7817,69697,3 rum,"Essinge Brogata 5, 4 tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-stockholms-kommun-essinge-brogata-5,-4-tr-1172595",1938
"Strålgatan 8, 4tr",35,2020-04-17,3000000,2900000,2439,6240,82857,2 rum,"Strålgatan 8, 4tr - Såld bostadsrättslägenhet - Kungsholmen-Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-lilla-essingen-stockholms-kommun-stralgatan-8,-4tr-1171061",1939
"Primusgatan 53, vån 8",0,2020-04-16,3295000,3700000,2865,4860,83146,2 rum,"Primusgatan 53, vån 8 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-primusgatan-53,-van-8-1170607",2004
"Patentgatan 5, 5tr",0,2020-04-15,3500000,3500000,2809,6100,76923,2 rum,"Patentgatan 5, 5tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-patentgatan-5,-5tr-1169862",2006
"Essinge Brogata 22, vån 2",31,2020-04-10,2100000,2410000,2288,2500,77742,2 rum,"Essinge Brogata 22, vån 2 - Såld bostadsrättslägenhet - Kungsholmen Lilla Essingen, STOCKHOLM - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-lilla-essingen-stockholms-kommun-essinge-brogata-22,-van-2-1168921",1938
Strålgatan 21,49,2020-04-09,3195000,3560000,3357,4860,72653,2 rum,"Strålgatan 21 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-21-1168246,1939
Strålgatan 33,32,2020-04-08,2295000,2710000,1974,3700,84688,2 rum,"Strålgatan 33 - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-33-1168030,1938
"Essinge Brogata 20, 5tr",42,2020-04-08,2895000,2820000,2382,0,67143,2 rum,"Essinge Brogata 20, 5tr - Såld bostadsrättslägenhet - Kungsholmen - Lilla Essingen, STOCKHOLM - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-lilla-essingen-stockholms-kommun-essinge-brogata-20,-5tr-1167491",0
"Luxgatan 19, 2tr",0,2020-04-06,4275000,4125000,3337,5800,70513,2 rum,"Luxgatan 19, 2tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-luxgatan-19,-2tr-1166753",2006
"Luxgatan 7, 3tr",36,2020-04-01,2850000,2800000,2091,5844,77778,1 rum,"Luxgatan 7, 3tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-stockholms-kommun-luxgatan-7,-3tr-1164711",1937
"Primusgatan 81, vån 3",0,2020-03-31,5945000,6000000,4037,0,78431,3 rum,"Primusgatan 81, vån 3 - Såld bostadsrättslägenhet - Kungsholmen Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-3rum-kungsholmen-lilla-essingen-stockholms-kommun-primusgatan-81,-van-3-1164059",0
"Strålgatan 35, 2tr",42,2020-03-31,3050000,3000000,2470,8427,71429,2 rum,"Strålgatan 35, 2tr - Såld bostadsrättslägenhet - Lilla Essingen / Kungsholmen, STOCKHOLM - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-35,-2tr-1163992",1938
"Strålgatan 45, 3 tr",38,2020-03-28,3100000,3025000,1756,4200,79605,2 rum,"Strålgatan 45, 3 tr - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-45,-3-tr-1163200",1938
Disponentgatan 1,30,2020-03-27,1995000,2425000,2176,5708,80833,1 rum,"Disponentgatan 1 - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-kungsholmen-stockholms-kommun-disponentgatan-1-1163006,1935
Essinge Brogata 15,39,2020-03-27,2395000,2800000,1947,4860,71795,2 rum,"Essinge Brogata 15 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-15-1162527,1939
"Essinge Brogata 39, vån 4/4",34,2020-03-25,2295000,2700000,2648,3300,79412,2 rum,"Essinge Brogata 39, vån 4/4  - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-39,-van-4-4-1161703",0
"Strålgatan 45, 4 tr",37,2020-03-25,2795000,3250000,1709,8900,87838,2 rum,"Strålgatan 45, 4 tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-stralgatan-45,-4-tr-1161865",1938
Essinge Brogata 23,26,2020-03-25,1995000,2375000,1638,3200,91346,1 rum,"Essinge Brogata 23 - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-stockholms-kommun-essinge-brogata-23-1161579,1936
"Primusgatan 94, 6tr",56,2020-03-22,4495000,4495000,3233,6000,80268,2 rum,"Primusgatan 94, 6tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-primusgatan-94,-6tr-1160355",2003
Primusgatan 53 6tr,46,2020-03-17,3450000,3650000,2921,4400,79348,2 rum,"Primusgatan 53 6tr - Såld bostadsrättslägenhet - Kungsholmen / Lilla Essingen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-kungsholmen-lilla-essingen-stockholms-kommun-primusgatan-53-6tr-1157816,2004
Luxgatan 5,24,2020-03-16,1950000,2300000,1297,3000,95833,1 rum,"Luxgatan 5 - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-kungsholmen-stockholms-kommun-luxgatan-5-1157600,0
Disponentgatan 4,84,2020-03-10,4650000,5610000,4261,5900,66786,3 rum,"Disponentgatan 4 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-kungsholmen-stockholms-kommun-disponentgatan-4-1154562,1939
"Luxgatan 27, 5tr",72,2020-03-04,5275000,5500000,4183,6700,76389,3 rum,"Luxgatan 27, 5tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-stockholms-kommun-luxgatan-27,-5tr-1151453",2006
"Strålgatan 35, 3tr",42,2020-03-04,2895000,3140000,2494,7600,74762,2 rum,"Strålgatan 35, 3tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-stralgatan-35,-3tr-1151204",1938
Essinge Brogata 1,62,2020-03-03,4500000,4500000,2993,4800,72581,2 rum,"Essinge Brogata 1 - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-1-1152225,1938
Luxgatan 7,22,2020-02-26,1950000,2255000,1271,5280,102500,1 rum,"Luxgatan 7 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, STOCKHOLM - Hemnet",https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-kungsholmen-stockholms-kommun-luxgatan-7-1147990,1937
Luxgatan 25,62,2020-02-22,3995000,4500000,3727,0,72581,2 rum,"Luxgatan 25 - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-luxgatan-25-1147082,0
"Luxgatan 25, vån 6/6",100,2020-02-22,8495000,9600000,5325,8500,96000,4 rum,"Luxgatan 25, vån 6/6 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-4rum-lilla-essingen-kungsholmen-stockholms-kommun-luxgatan-25,-van-6-6-1146443",2007
"Primusgatan 91, 3 tr",62,2020-02-20,3995000,4550000,3727,4000,73387,2 rum,"Primusgatan 91, 3 tr - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, STOCKHOLM - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-primusgatan-91,-3-tr-1145520",2006
Disponentgatan 4,37,2020-02-20,2695000,3225000,1979,8800,87162,2 rum,"Disponentgatan 4 - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-disponentgatan-4-1144932,1939
Luxgatan 11,0,2020-02-19,2895000,3325000,2003,5200,86364,"1,5 rum","Luxgatan 11 - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-1,5rum-lilla-essingen-stockholms-kommun-luxgatan-11-1144976",1936
Essinge Brogata 8,37,2020-02-19,2195000,2775000,1885,7400,75000,"1,5 rum","Essinge Brogata 8 - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-1,5rum-lilla-essingen-stockholms-kommun-essinge-brogata-8-1144533",1931
Strålgatan 21,38,2020-02-16,2395000,2700000,2673,3800,71053,2 rum,"Strålgatan 21 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, STOCKHOLM - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-21-1143428,1938
Essinge Brogata 5,24,2020-02-12,1995000,2450000,1461,5328,102083,1 rum,"Essinge Brogata 5 - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-kungsholmen-stockholms-kommun-essinge-brogata-5-1141495,1938
Primusgatan 69,0,2020-02-12,4895000,5600000,4568,5900,73203,3 rum,"Primusgatan 69 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-kungsholmen-stockholms-kommun-primusgatan-69-1141187,2004
"Primusgatan 74, 2tr",65,2020-02-11,4495000,4725000,3981,6700,72692,2 rum,"Primusgatan 74, 2tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-primusgatan-74,-2tr-1140517",2004
"Strålgatan 33, vån 3/3",40,2020-02-08,2695000,3000000,2427,3620,75000,2 rum,"Strålgatan 33, vån 3/3 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-33,-van-3-3-1139622",1939
Strålgatan 19,29,2020-02-07,2650000,2995000,1812,3800,103276,"1,5 rum","Strålgatan 19  - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-1,5rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-19-1139370",1938
"Primusgatan 50, 1tr",63,2020-02-04,3950000,4125000,3706,4440,65476,"2,5 rum","Primusgatan 50, 1tr - Såld bostadsrättslägenhet - Kungsholmen/Lilla Essingen, STOCKHOLM - Hemnet","https://www.hemnet.se/salda/lagenhet-2,5rum-kungsholmen-lilla-essingen-stockholms-kommun-primusgatan-50,-1tr-1137286",2005
"Primusgatan 86, 2tr",47,2020-02-04,3295000,3500000,2848,6100,74468,2 rum,"Primusgatan 86, 2tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-primusgatan-86,-2tr-1137091",2004
Luxparkens Marina,60,2020-02-03,1500000,1300000,0,0,21667,3 rum,"Luxparkens Marina - Såld vinterbonat fritidshus - Lilla Essingen, Stockholm - Hemnet",https://www.hemnet.se/salda/villa-3rum-lilla-essingen-stockholms-kommun-luxparkens-marina-1185419,0
"Essinge Brogata 15, 4tr",39,2020-01-30,2595000,3250000,1947,4512,83333,2 rum,"Essinge Brogata 15, 4tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-essinge-brogata-15,-4tr-1135353",1939
"Strålgatan 8, 3tr",26,2020-01-30,2000000,2550000,1812,0,98077,1 rum,"Strålgatan 8, 3tr - Såld bostadsrättslägenhet - Lilla Essingen, STOCKHOLM - Hemnet","https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-stockholms-kommun-stralgatan-8,-3tr-1135151",0
Strålgatan 21,35,2020-01-28,2495000,2875000,2486,5060,82143,2 rum,"Strålgatan 21 - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-21-1134147,0
Primusgatan 64,84,2020-01-24,5495000,5850000,5237,4640,69643,"3,5 rum","Primusgatan 64 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-3,5rum-lilla-essingen-kungsholmen-stockholms-kommun-primusgatan-64-1132520",2007
Strålgatan 23,32,2020-01-23,2495000,2900000,2300,6096,90625,2 rum,"Strålgatan 23 - Såld bostadsrättslägenhet - Lilla Essingen \\ Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-23-1131943,1939
Primusgatan 53,44,2020-01-23,3195000,3325000,2846,0,75568,2 rum,"Primusgatan 53 - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, STOCKHOLM - Hemnet",https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-kungsholmen-stockholms-kommun-primusgatan-53-1131715,0
"Luxgatan 37, 9tr",45,2020-01-23,3595000,3700000,2883,4900,82222,2 rum,"Luxgatan 37, 9tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-luxgatan-37,-9tr-1132026",2005
"Primusgatan 53, 6tr",0,2020-01-22,3295000,3625000,2865,5500,81461,2 rum,"Primusgatan 53, 6tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-2rum-lilla-essingen-stockholms-kommun-primusgatan-53,-6tr-1130970",2006
Strålgatan 19,58,2020-01-16,3995000,4725000,3544,5639,81466,3 rum,"Strålgatan 19 - Såld bostadsrättslägenhet - Lilla Essingen - Kungsholmen, Stockholm - Hemnet",https://www.hemnet.se/salda/lagenhet-3rum-lilla-essingen-kungsholmen-stockholms-kommun-stralgatan-19-1128287,1938
"Essinge Brogata 23, 2 tr",31,2020-01-15,2295000,2875000,1812,0,92742,1 rum,"Essinge Brogata 23, 2 tr - Såld bostadsrättslägenhet - Lilla Essingen, Stockholm - Hemnet","https://www.hemnet.se/salda/lagenhet-1rum-lilla-essingen-stockholms-kommun-essinge-brogata-23,-2-tr-1127476",0
